iso3c,country_name,taxa,feed_category,tonnes
ITA,Italy,catfish,grain,794.8201909536316
ITA,Italy,catfish,oil,460.9016491920466
BDI,Burundi,tilapia,soy,747.9429710280206
BDI,Burundi,tilapia,grain,865.182276942719
BDI,Burundi,tilapia,oil,399.31489705048574
ARG,Argentina,trout,soy,74.88856934748175
ARG,Argentina,trout,grain,782.3286751429241
ARG,Argentina,trout,oil,0
CHE,Switzerland,trout,soy,73.87593121163137
CHE,Switzerland,trout,grain,771.7500800633045
CHE,Switzerland,trout,oil,0
CMR,Cameroon,tilapia,soy,710.5458224766197
CMR,Cameroon,tilapia,grain,821.9231630955832
CMR,Cameroon,tilapia,oil,379.3491521979615
CAN,Canada,catfish,soy,705.4739383107891
CAN,Canada,catfish,grain,685.4798472245606
CAN,Canada,catfish,oil,397.4971895148338
AGO,Angola,tilapia,soy,704.0419705546368
AGO,Angola,tilapia,grain,814.399838948255
AGO,Angola,tilapia,oil,375.8768487453485
KAZ,Kazakhstan,catfish,soy,696.8178163683253
KAZ,Kazakhstan,catfish,grain,677.0690515530935
KAZ,Kazakhstan,catfish,oil,392.61992338581746
MKD,North Macedonia,trout,soy,69.57839375704687
MKD,North Macedonia,trout,grain,726.8555546034555
MKD,North Macedonia,trout,oil,0
ZAF,South Africa,trout,soy,68.60691977306033
ZAF,South Africa,trout,grain,716.7069837140642
ZAF,South Africa,trout,oil,0
BGR,Bulgaria,catfish,soy,664.2129100491717
BGR,Bulgaria,catfish,grain,645.3882126323247
BGR,Bulgaria,catfish,oil,374.24878602347815
PNG,Papua New Guinea,tilapia,soy,650.3851921982789
PNG,Papua New Guinea,tilapia,grain,752.3324147327992
PNG,Papua New Guinea,tilapia,oil,347.2303452612919
CMR,Cameroon,catfish,soy,637.3069780138877
CMR,Cameroon,catfish,grain,619.2448313117579
CMR,Cameroon,catfish,oil,359.08871874882993
AUS,Australia,catfish,soy,606.4424932127906
AUS,Australia,catfish,grain,589.2550879956834
AUS,Australia,catfish,oil,341.698216707556
JAM,Jamaica,tilapia,soy,591.3085372402686
JAM,Jamaica,tilapia,grain,683.9955537279034
JAM,Jamaica,tilapia,oil,315.6902555667246
HUN,Hungary,hypoph_carp,soy,82.05343179142324
HUN,Hungary,hypoph_carp,grain,656.6854937837322
HUN,Hungary,hypoph_carp,oil,0
GEO,Georgia,trout,soy,59.55080636301637
GEO,Georgia,trout,grain,622.1016618638079
GEO,Georgia,trout,oil,0
DOM,Dominican Republic,tilapia,soy,569.087043173494
DOM,Dominican Republic,tilapia,grain,658.2908628911993
DOM,Dominican Republic,tilapia,oil,303.8265521036305
CZE,Czechia,catfish,soy,559.4018805317146
CZE,Czechia,catfish,grain,543.5476702685548
CZE,Czechia,catfish,oil,315.1933235876827
SVK,Slovakia,trout,soy,56.54856755374725
SVK,Slovakia,trout,grain,590.7385642564803
SVK,Slovakia,trout,oil,0
HTI,Haiti,tilapia,soy,552.827413368537
HTI,Haiti,tilapia,grain,639.4825525228792
HTI,Haiti,tilapia,oil,295.14579347209815
SYR,Syria,oth_carp,soy,379.58373946773645
SYR,Syria,oth_carp,grain,299.8191416861678
SYR,Syria,oth_carp,oil,968.6464577553116
ITA,Italy,tilapia,soy,542.5296478253975
ITA,Italy,tilapia,grain,627.5706226229432
ITA,Italy,tilapia,oil,289.6479796721277
LBN,Lebanon,trout,soy,54.88553581844826
LBN,Lebanon,trout,grain,573.3655869712513
LBN,Lebanon,trout,oil,0
SVK,Slovakia,catfish,soy,506.336606978684
SVK,Slovakia,catfish,grain,491.9863387540854
SVK,Slovakia,catfish,oil,285.293853242014
SRB,Serbia,trout,soy,50.37284706345544
SRB,Serbia,trout,grain,526.2234684104751
SRB,Serbia,trout,oil,0
IRQ,Iraq,hypoph_carp,soy,67.88132053707227
IRQ,Iraq,hypoph_carp,grain,543.2640356699687
IRQ,Iraq,hypoph_carp,oil,0
KGZ,Kyrgyzstan,oth_carp,soy,340.6035548563936
KGZ,Kyrgyzstan,oth_carp,grain,269.0301371062324
KGZ,Kyrgyzstan,oth_carp,oil,869.174289112443
MWI,Malawi,catfish,soy,486.90685926358145
MWI,Malawi,catfish,grain,473.1072565200188
MWI,Malawi,catfish,oil,274.34621975717056
HKG,Hong Kong SAR China,catfish,soy,472.840661107078
HKG,Hong Kong SAR China,catfish,grain,459.43971355388493
HKG,Hong Kong SAR China,catfish,oil,266.420662297519
IND,India,trout,soy,46.65270544568102
IND,India,trout,grain,487.3607489255637
IND,India,trout,oil,0
SYR,Syria,tilapia,soy,457.9795728396214
SYR,Syria,tilapia,grain,529.7674087076794
SYR,Syria,tilapia,oil,244.5080347881598
HKG,Hong Kong SAR China,oth_carp,soy,319.4104447764402
HKG,Hong Kong SAR China,oth_carp,grain,252.29048413073346
HKG,Hong Kong SAR China,oth_carp,oil,815.0923333454466
SVN,Slovenia,trout,soy,44.967719496054656
SVN,Slovenia,trout,grain,469.7584254055463
SVN,Slovenia,trout,oil,0
CRI,Costa Rica,trout,soy,43.90842865475861
CRI,Costa Rica,trout,grain,458.69246957700113
CRI,Costa Rica,trout,oil,0
CZE,Czechia,trout,soy,43.249802224937234
CZE,Czechia,trout,grain,451.8120825333462
CZE,Czechia,trout,oil,0
JOR,Jordan,oth_carp,soy,291.405263599359
JOR,Jordan,oth_carp,grain,230.17022841310995
JOR,Jordan,oth_carp,oil,743.6268917962013
KGZ,Kyrgyzstan,trout,soy,41.438579542928444
KGZ,Kyrgyzstan,trout,grain,432.89101816329486
KGZ,Kyrgyzstan,trout,oil,0
POL,Poland,tilapia,soy,401.07086852227195
POL,Poland,tilapia,grain,463.9383224185595
POL,Poland,tilapia,oil,214.12537957779674
TUN,Tunisia,catfish,soy,382.4923883326135
TUN,Tunisia,catfish,grain,371.6520337329481
TUN,Tunisia,catfish,oil,215.5141970759107
EST,Estonia,trout,soy,38.541172107072555
EST,Estonia,trout,grain,402.62304882708247
EST,Estonia,trout,oil,0
FRA,France,catfish,soy,378.70533498278564
FRA,France,catfish,grain,367.97231062668135
FRA,France,catfish,oil,213.38039314446604
USA,United States,misc_diad,soy,10.108298927770521
USA,United States,misc_diad,grain,301.19134857908705
USA,United States,misc_diad,oil,81.08997846360036
MNE,Montenegro,trout,soy,37.9807907863662
MNE,Montenegro,trout,grain,396.76898618410604
MNE,Montenegro,trout,oil,0
PRY,Paraguay,oth_carp,soy,256.96645971943474
PRY,Paraguay,oth_carp,grain,202.9682923279242
PRY,Paraguay,oth_carp,oil,655.743713674832
CZE,Czechia,hypoph_carp,soy,50.98641409228983
CZE,Czechia,hypoph_carp,grain,408.05165345877646
CZE,Czechia,hypoph_carp,oil,0
AUT,Austria,oth_carp,soy,250.7220612137342
AUT,Austria,oth_carp,grain,198.0360731476433
AUT,Austria,oth_carp,oil,639.8088517077706
PRT,Portugal,trout,soy,35.93081602354715
PRT,Portugal,trout,grain,375.35378151072973
PRT,Portugal,trout,oil,0
POL,Poland,hypoph_carp,soy,49.100821855148936
POL,Poland,hypoph_carp,grain,392.96098580127733
POL,Poland,hypoph_carp,oil,0
SVK,Slovakia,oth_carp,soy,245.99145628517314
SVK,Slovakia,oth_carp,grain,194.29954346561223
SVK,Slovakia,oth_carp,oil,627.7369865812088
IRL,Ireland,trout,soy,35.51094167453602
IRL,Ireland,trout,grain,370.9675347703997
IRL,Ireland,trout,oil,0
KAZ,Kazakhstan,oth_carp,soy,244.09921431374872
KAZ,Kazakhstan,oth_carp,grain,192.80493159279987
KAZ,Kazakhstan,oth_carp,oil,622.9082405305842
TUN,Tunisia,oth_carp,soy,238.80093679376037
TUN,Tunisia,oth_carp,grain,188.62001834892516
TUN,Tunisia,oth_carp,oil,609.3877515888352
KEN,Kenya,trout,soy,33.91926113580103
KEN,Kenya,trout,grain,354.3399327482334
KEN,Kenya,trout,oil,0
LVA,Latvia,oth_carp,soy,233.69188347091452
LVA,Latvia,oth_carp,grain,184.58456629233166
LVA,Latvia,oth_carp,oil,596.3501372521486
ALB,Albania,trout,soy,32.93132149106896
ALB,Albania,trout,grain,344.0193521827508
ALB,Albania,trout,oil,0
CIV,Côte d’Ivoire,catfish,soy,313.7844204143081
CIV,Côte d’Ivoire,catfish,grain,304.8913430906788
CIV,Côte d’Ivoire,catfish,oil,176.8008971768433
HKG,Hong Kong SAR China,hypoph_carp,soy,43.36862145424061
HKG,Hong Kong SAR China,hypoph_carp,grain,347.08535612247994
HKG,Hong Kong SAR China,hypoph_carp,oil,0
COG,Congo - Brazzaville,tilapia,soy,304.59706501286064
COG,Congo - Brazzaville,tilapia,grain,352.3423475665276
COG,Congo - Brazzaville,tilapia,oil,162.61954503070507
KAZ,Kazakhstan,tilapia,soy,301.34513905186924
KAZ,Kazakhstan,tilapia,grain,348.58068549286367
KAZ,Kazakhstan,tilapia,oil,160.88339330439862
ITA,Italy,oth_carp,soy,208.90351364525472
ITA,Italy,oth_carp,grain,165.00515075848918
ITA,Italy,oth_carp,oil,533.093563988965
NPL,Nepal,tilapia,soy,298.09321309087784
NPL,Nepal,tilapia,grain,344.81902341919954
NPL,Nepal,tilapia,oil,159.14724157809215
HRV,Croatia,hypoph_carp,soy,41.43023263445977
HRV,Croatia,hypoph_carp,grain,331.57214977057095
HRV,Croatia,hypoph_carp,oil,0
DOM,Dominican Republic,catfish,soy,289.439077451129
DOM,Dominican Republic,catfish,grain,281.2359802646778
DOM,Dominican Republic,catfish,oil,163.08358618898475
BLR,Belarus,trout,soy,29.072868323032047
BLR,Belarus,trout,grain,303.7117514186719
BLR,Belarus,trout,oil,0
MLI,Mali,catfish,soy,270.5038107019897
MLI,Mali,catfish,grain,262.83736473334375
MLI,Mali,catfish,oil,152.41456653176144
SYR,Syria,catfish,soy,270.5038107019897
SYR,Syria,catfish,grain,262.83736473334375
SYR,Syria,catfish,oil,152.41456653176144
TWN,Taiwan,hypoph_carp,soy,36.027256638156246
TWN,Taiwan,hypoph_carp,grain,288.3313506647729
TWN,Taiwan,hypoph_carp,oil,0
AUT,Austria,catfish,soy,255.6261011133803
AUT,Austria,catfish,grain,248.38130967300984
AUT,Austria,catfish,oil,144.03176537251457
BIH,Bosnia & Herzegovina,oth_carp,soy,177.11384852532467
BIH,Bosnia & Herzegovina,oth_carp,grain,139.89567129524085
BIH,Bosnia & Herzegovina,oth_carp,oil,451.9706303384704
USA,United States,oth_carp,soy,174.4647097653305
USA,United States,oth_carp,grain,137.80321467330347
USA,United States,oth_carp,oil,445.21038586759585
CUB,Cuba,tilapia,soy,243.35245941418933
CUB,Cuba,tilapia,grain,281.4977118458557
CUB,Cuba,tilapia,oil,129.9220208519334
GEO,Georgia,oth_carp,soy,168.78798385105728
GEO,Georgia,oth_carp,grain,133.31937905486626
GEO,Georgia,oth_carp,oil,430.7241477157218
KHM,Cambodia,hypoph_carp,soy,31.677949583967056
KHM,Cambodia,hypoph_carp,grain,253.5232166459854
KHM,Cambodia,hypoph_carp,oil,0
ZAF,South Africa,tilapia,soy,217.8790393864234
ZAF,South Africa,tilapia,grain,252.03135893548773
ZAF,South Africa,tilapia,oil,116.3221656625328
ISR,Israel,trout,soy,21.954214327379304
ISR,Israel,trout,grain,229.34623478850057
ISR,Israel,trout,oil,0
KGZ,Kyrgyzstan,hypoph_carp,soy,30.169475794254335
KGZ,Kyrgyzstan,hypoph_carp,grain,241.4506825199861
KGZ,Kyrgyzstan,hypoph_carp,oil,0
HRV,Croatia,trout,soy,21.707229416196284
HRV,Croatia,trout,grain,226.76608964712992
HRV,Croatia,trout,oil,0
GUY,Guyana,catfish,soy,197.88327566569075
GUY,Guyana,catfish,grain,192.27499444757134
GUY,Guyana,catfish,oil,111.49674234237864
PNG,Papua New Guinea,oth_carp,soy,132.45693799970863
PNG,Papua New Guinea,oth_carp,grain,104.62283109686814
PNG,Papua New Guinea,oth_carp,oil,338.0122235437279
UKR,Ukraine,trout,soy,18.89160142870989
UKR,Ukraine,trout,grain,197.35243503550473
UKR,Ukraine,trout,oil,0
GIN,Guinea,tilapia,soy,185.90176743667476
GIN,Guinea,tilapia,grain,215.04168187779177
GIN,Guinea,tilapia,oil,99.25000702051929
AZE,Azerbaijan,oth_carp,soy,128.6724540568598
AZE,Azerbaijan,oth_carp,grain,101.63360735124334
AZE,Azerbaijan,oth_carp,oil,328.3547314424785
GEO,Georgia,hypoph_carp,soy,25.342359667173643
GEO,Georgia,hypoph_carp,grain,202.8185733167883
GEO,Georgia,hypoph_carp,oil,0
DZA,Algeria,catfish,soy,178.67642309060665
DZA,Algeria,catfish,grain,173.61249020204502
DZA,Algeria,catfish,oil,100.67469846035745
BGR,Bulgaria,tilapia,soy,174.67828696997307
BGR,Bulgaria,tilapia,grain,202.05893217421942
BGR,Bulgaria,tilapia,oil,93.25796869579358
FRA,France,tilapia,soy,173.83712212139665
FRA,France,tilapia,grain,201.08591558449834
FRA,France,tilapia,oil,92.80888411592231
NPL,Nepal,trout,soy,17.288943782811206
NPL,Nepal,trout,grain,180.6101598959442
NPL,Nepal,trout,oil,0
LTU,Lithuania,catfish,soy,169.76278152035468
LTU,Lithuania,catfish,grain,164.9514733593519
LTU,Lithuania,catfish,oil,95.65233366400285
AZE,Azerbaijan,trout,soy,17.124287175355857
AZE,Azerbaijan,trout,grain,178.89006313503046
AZE,Azerbaijan,trout,oil,0
ROU,Romania,catfish,soy,165.9108072559584
ROU,Romania,catfish,grain,161.20866928554906
ROU,Romania,catfish,oil,93.48195023659056
CHE,Switzerland,catfish,soy,165.00732452821373
CHE,Switzerland,catfish,grain,160.33079248733972
CHE,Switzerland,catfish,oil,92.9728855843745
BLR,Belarus,hypoph_carp,soy,22.777954224662025
BLR,Belarus,hypoph_carp,grain,182.2952653025895
BLR,Belarus,hypoph_carp,oil,0
MAR,Morocco,tilapia,soy,162.59629804956973
MAR,Morocco,tilapia,grain,188.0831036831998
MAR,Morocco,tilapia,oil,86.80758631532298
DEU,Germany,tilapia,soy,159.88635974874356
DEU,Germany,tilapia,grain,184.94838528847978
DEU,Germany,tilapia,oil,85.36079321006763
KAZ,Kazakhstan,trout,soy,15.75214877989465
KAZ,Kazakhstan,trout,grain,164.55592346074914
KAZ,Kazakhstan,trout,oil,0
THA,Thailand,hypoph_carp,soy,20.13812509266477
THA,Thailand,hypoph_carp,grain,161.1683305820907
THA,Thailand,hypoph_carp,oil,0
DNK,Denmark,catfish,soy,143.36701967205454
DNK,Denmark,catfish,grain,139.3038033086722
DNK,Denmark,catfish,oil,80.77972026183356
SEN,Senegal,tilapia,soy,140.91679164296042
SEN,Senegal,tilapia,grain,163.00535652543982
SEN,Senegal,tilapia,oil,75.23324147327992
ARE,United Arab Emirates,tilapia,soy,139.83281632262998
ARE,United Arab Emirates,tilapia,grain,161.75146916755182
ARE,United Arab Emirates,tilapia,oil,74.65452423117777
BFA,Burkina Faso,tilapia,soy,137.12287802180379
BFA,Burkina Faso,tilapia,grain,158.6167507728318
BFA,Burkina Faso,tilapia,oil,73.2077311259224
ROU,Romania,tilapia,soy,136.51585184241875
ROU,Romania,tilapia,grain,157.91457385241455
ROU,Romania,tilapia,oil,72.88364947034518
HKG,Hong Kong SAR China,tilapia,soy,135.4969150413081
HKG,Hong Kong SAR China,tilapia,grain,156.73591973599986
HKG,Hong Kong SAR China,tilapia,oil,72.33965526276917
JAM,Jamaica,catfish,soy,134.71089772959084
JAM,Jamaica,catfish,grain,130.8930076372052
JAM,Jamaica,catfish,oil,75.9024541328172
KEN,Kenya,oth_carp,soy,93.47675338836581
KEN,Kenya,oth_carp,grain,73.83382651693266
KEN,Kenya,oth_carp,oil,238.5400549008594
PAK,Pakistan,tilapia,soy,132.78697674048195
PAK,Pakistan,tilapia,grain,153.60120134127985
PAK,Pakistan,tilapia,oil,70.89286215751379
MKD,North Macedonia,oth_carp,soy,90.82761462837162
MKD,North Macedonia,oth_carp,grain,71.7413698949953
MKD,North Macedonia,oth_carp,oil,231.77981042998482
TUR,Turkey,oth_carp,soy,88.17847586837746
TUR,Turkey,oth_carp,grain,69.64891327305793
TUR,Turkey,oth_carp,oil,225.01956595911028
NER,Niger,tilapia,soy,124.65716183800345
NER,Niger,tilapia,grain,144.19704615711984
NER,Niger,tilapia,oil,66.55248284174762
TJK,Tajikistan,oth_carp,soy,87.04313068552281
TJK,Tajikistan,oth_carp,grain,68.7521461493705
TJK,Tajikistan,oth_carp,oil,222.12231832873547
GIN,Guinea,catfish,soy,124.37765216077487
GIN,Guinea,catfish,grain,120.85262030439148
GIN,Guinea,catfish,oil,70.08021769130391
SGP,Singapore,catfish,soy,121.81814510391261
SGP,Singapore,catfish,grain,118.36565315928455
SGP,Singapore,catfish,oil,68.63807106278038
SRB,Serbia,hypoph_carp,soy,16.655059112218108
SRB,Serbia,hypoph_carp,grain,133.2928492851583
SRB,Serbia,hypoph_carp,oil,0
AUS,Australia,trout,soy,12.040239992492996
AUS,Australia,trout,grain,125.77920881388343
AUS,Australia,trout,oil,0
ARM,Armenia,catfish,soy,117.39865384466354
ARM,Armenia,catfish,grain,114.0714162942712
ARM,Armenia,catfish,oil,66.14792187478446
GBR,United Kingdom,oth_carp,soy,81.58212035599195
GBR,United Kingdom,oth_carp,grain,64.43869628443389
GBR,United Kingdom,oth_carp,oil,208.1865572266326
TJK,Tajikistan,hypoph_carp,soy,15.838974791983528
TJK,Tajikistan,hypoph_carp,grain,126.7616083229927
TJK,Tajikistan,hypoph_carp,oil,0
UGA,Uganda,oth_carp,soy,79.47416279982517
UGA,Uganda,oth_carp,grain,62.77369865812088
UGA,Uganda,oth_carp,oil,202.8073341262367
LBR,Liberia,tilapia,soy,111.10747033387266
LBR,Liberia,tilapia,grain,128.52345418351987
LBR,Liberia,tilapia,oil,59.31851731547072
LKA,Sri Lanka,misc_diad,soy,2.905847133193231
LKA,Sri Lanka,misc_diad,grain,86.58390724938526
LKA,Sri Lanka,misc_diad,oil,23.31105195175757
ALB,Albania,catfish,soy,108.20152428079588
ALB,Albania,catfish,grain,105.1349458933375
ALB,Albania,catfish,oil,60.96582661270458
ARM,Armenia,hypoph_carp,soy,15.084737897127168
ARM,Armenia,hypoph_carp,grain,120.72534125999304
ARM,Armenia,hypoph_carp,oil,0
DOM,Dominican Republic,oth_carp,soy,75.68967885697634
DOM,Dominican Republic,oth_carp,grain,59.78447491249607
DOM,Dominican Republic,oth_carp,oil,193.14984202498732
BLR,Belarus,catfish,soy,100.35691377043817
BLR,Belarus,catfish,grain,97.51266231607053
BLR,Belarus,catfish,oil,56.5458041832835
BTN,Bhutan,oth_carp,soy,70.01295294270312
BTN,Bhutan,oth_carp,grain,55.300639294058875
BTN,Bhutan,oth_carp,oil,178.6636038731133
BLR,Belarus,tilapia,soy,98.80435044812188
BLR,Belarus,tilapia,grain,114.2918326714911
BLR,Belarus,tilapia,oil,52.75007661761127
ISR,Israel,hypoph_carp,soy,13.199145659986273
ISR,Israel,hypoph_carp,grain,105.6346736024939
ISR,Israel,hypoph_carp,oil,0
KWT,Kuwait,tilapia,soy,94.84784052891567
KWT,Kuwait,tilapia,grain,109.71514381519987
KWT,Kuwait,tilapia,oil,50.63775868393841
LTU,Lithuania,hypoph_carp,soy,12.40795115728195
LTU,Lithuania,hypoph_carp,grain,99.30262945340726
LTU,Lithuania,hypoph_carp,oil,0
RWA,Rwanda,catfish,soy,84.39718893902078
RWA,Rwanda,catfish,grain,82.00525779680325
RWA,Rwanda,catfish,oil,47.553344757909564
JPN,Japan,catfish,soy,82.23315845340487
JPN,Japan,catfish,grain,79.90255887893649
JPN,Japan,catfish,oil,46.33402822565548
BOL,Bolivia,oth_carp,soy,56.767259142732264
BOL,Bolivia,oth_carp,grain,44.83835618437205
BOL,Bolivia,oth_carp,oil,144.86238151874048
JOR,Jordan,tilapia,soy,81.29814902478486
JOR,Jordan,tilapia,grain,94.0415518415999
JOR,Jordan,tilapia,oil,43.40379315766149
PNG,Papua New Guinea,trout,soy,8.23283037276724
PNG,Papua New Guinea,trout,grain,86.0048380456877
PNG,Papua New Guinea,trout,oil,0
EST,Estonia,catfish,soy,80.30176124499266
EST,Estonia,catfish,grain,78.02590009474044
EST,Estonia,catfish,oil,45.24578822061871
SVN,Slovenia,oth_carp,soy,52.33941292959916
SVN,Slovenia,oth_carp,grain,41.340964401991044
SVN,Slovenia,oth_carp,oil,133.56311576027875
KOR,South Korea,tilapia,soy,74.79429710280209
KOR,South Korea,tilapia,grain,86.51822769427191
KOR,South Korea,tilapia,oil,39.931489705048584
UKR,Ukraine,tilapia,soy,74.79429710280209
UKR,Ukraine,tilapia,grain,86.51822769427191
UKR,Ukraine,tilapia,oil,39.931489705048584
COG,Congo - Brazzaville,catfish,soy,70.33099078251732
COG,Congo - Brazzaville,catfish,grain,68.33771483066938
COG,Congo - Brazzaville,catfish,oil,39.62778729825798
UZB,Uzbekistan,trout,soy,7.135119656398275
UZB,Uzbekistan,trout,grain,74.53752630626269
UZB,Uzbekistan,trout,oil,0
GTM,Guatemala,trout,soy,7.025348584761377
GTM,Guatemala,trout,grain,73.39079513232019
GTM,Guatemala,trout,oil,0
FIN,Finland,catfish,soy,68.76206868044578
FIN,Finland,catfish,grain,66.81325811521599
FIN,Finland,catfish,oil,38.74378281237376
ETH,Ethiopia,tilapia,soy,67.20646986048882
ETH,Ethiopia,tilapia,grain,77.74101618905591
ETH,Ethiopia,tilapia,oil,35.880469010333506
LTU,Lithuania,tilapia,soy,65.29325342010556
LTU,Lithuania,tilapia,grain,75.52790500238359
LTU,Lithuania,tilapia,oil,34.859033078023195
PAN,Panama,tilapia,soy,65.0927179858444
PAN,Panama,tilapia,grain,75.29593584117431
PAN,Panama,tilapia,oil,34.7519703882343
ECU,Ecuador,catfish,soy,64.92091456847751
ECU,Ecuador,catfish,grain,63.080967536002504
ECU,Ecuador,catfish,oil,36.57949596762274
NER,Niger,catfish,soy,64.92091456847751
NER,Niger,catfish,grain,63.080967536002504
NER,Niger,catfish,oil,36.57949596762274
BFA,Burkina Faso,catfish,soy,64.37990694707355
BFA,Burkina Faso,catfish,grain,62.55529280653582
BFA,Burkina Faso,catfish,oil,36.27466683455922
HRV,Croatia,catfish,soy,63.89300008780996
HRV,Croatia,catfish,grain,62.082185550015794
HRV,Croatia,catfish,oil,36.00032061480205
SRB,Serbia,catfish,soy,58.401772730559564
SRB,Serbia,catfish,grain,56.746587045928905
SRB,Serbia,catfish,oil,32.9063049142073
LTU,Lithuania,trout,soy,5.8260996271282846
LTU,Lithuania,trout,grain,60.86275705699834
LTU,Lithuania,trout,oil,0
TGO,Togo,tilapia,soy,55.82472899701894
TGO,Togo,tilapia,grain,64.57519893123194
TGO,Togo,tilapia,oil,29.803937968260897
CAF,Central African Republic,tilapia,soy,54.19876601652325
CAF,Central African Republic,tilapia,grain,62.69436789439993
CAF,Central African Republic,tilapia,oil,28.935862105107663
FJI,Fiji,tilapia,soy,54.19876601652325
FJI,Fiji,tilapia,grain,62.69436789439993
FJI,Fiji,tilapia,oil,28.935862105107663
MAR,Morocco,trout,soy,5.488553581844826
MAR,Morocco,trout,grain,57.33655869712514
MAR,Morocco,trout,oil,0
NLD,Netherlands,tilapia,soy,54.19876601652325
NLD,Netherlands,tilapia,grain,62.69436789439993
NLD,Netherlands,tilapia,oil,28.935862105107663
SAU,Saudi Arabia,catfish,soy,54.10076214039794
SAU,Saudi Arabia,catfish,grain,52.56747294666875
SAU,Saudi Arabia,catfish,oil,30.48291330635229
SWZ,Eswatini,tilapia,soy,54.19876601652325
SWZ,Eswatini,tilapia,grain,62.69436789439993
SWZ,Eswatini,tilapia,oil,28.935862105107663
ZMB,Zambia,oth_carp,soy,37.73130491020272
ZMB,Zambia,oth_carp,grain,29.8025607438793
ZMB,Zambia,oth_carp,oil,96.2851962494562
ARG,Argentina,oth_carp,soy,37.45125309843189
ARG,Argentina,oth_carp,grain,29.581358186703056
ARG,Argentina,oth_carp,oil,95.57054183396373
HUN,Hungary,tilapia,soy,52.68120056806059
HUN,Hungary,tilapia,grain,60.93892559335673
HUN,Hungary,tilapia,oil,28.12565796616465
NOR,Norway,trout,soy,5.323896974389482
NOR,Norway,trout,grain,55.61646193621139
NOR,Norway,trout,oil,0
LVA,Latvia,trout,soy,5.060446402460931
LVA,Latvia,trout,grain,52.86430711874939
LVA,Latvia,trout,oil,0
CHE,Switzerland,tilapia,soy,44.44298813354906
CHE,Switzerland,tilapia,grain,51.40938167340794
CHE,Switzerland,tilapia,oil,23.727406926188287
SUR,Suriname,catfish,soy,44.22737304977532
SUR,Suriname,catfish,grain,42.973909133901714
SUR,Suriname,catfish,oil,24.919781627943
GUY,Guyana,tilapia,soy,43.4430209005442
GUY,Guyana,tilapia,grain,50.25267058575627
GUY,Guyana,tilapia,oil,23.193540270349047
COD,Congo - Kinshasa,catfish,soy,43.28060971231835
COD,Congo - Kinshasa,catfish,grain,42.053978357335
COD,Congo - Kinshasa,catfish,oil,24.38633064508183
MDA,Moldova,tilapia,soy,43.35901281321859
MDA,Moldova,tilapia,grain,50.15549431551994
MDA,Moldova,tilapia,oil,23.14868968408613
SLE,Sierra Leone,tilapia,soy,43.35901281321859
SLE,Sierra Leone,tilapia,grain,50.15549431551994
SLE,Sierra Leone,tilapia,oil,23.14868968408613
VEN,Venezuela,trout,soy,4.390842865475861
VEN,Venezuela,trout,grain,45.86924695770012
VEN,Venezuela,trout,oil,0
OMN,Oman,tilapia,soy,41.86746277244387
OMN,Oman,tilapia,grain,48.43014531106606
OMN,Oman,tilapia,oil,22.35237475895357
BIH,Bosnia & Herzegovina,catfish,soy,41.38708303740442
BIH,Bosnia & Herzegovina,catfish,grain,40.214116804201595
BIH,Bosnia & Herzegovina,catfish,oil,23.319428679359504
GEO,Georgia,tilapia,soy,41.191062172557665
GEO,Georgia,tilapia,grain,47.64771959974395
GEO,Georgia,tilapia,oil,21.991255199881827
BDI,Burundi,catfish,soy,40.57557160529846
BDI,Burundi,catfish,grain,39.425604710001565
BDI,Burundi,catfish,oil,22.862184979764216
BEL,Belgium,catfish,soy,40.57557160529846
BEL,Belgium,catfish,grain,39.425604710001565
BEL,Belgium,catfish,oil,22.862184979764216
HTI,Haiti,catfish,soy,40.57557160529846
HTI,Haiti,catfish,grain,39.425604710001565
HTI,Haiti,catfish,oil,22.862184979764216
ESP,Spain,tilapia,soy,39.255624238107615
ESP,Spain,tilapia,grain,45.408903722234925
ESP,Spain,tilapia,oil,20.95795556410843
GUM,Guam,tilapia,soy,37.93913621156627
GUM,Guam,tilapia,grain,43.886057526079945
GUM,Guam,tilapia,oil,20.255103473575364
TLS,Timor-Leste,tilapia,soy,37.93913621156627
TLS,Timor-Leste,tilapia,grain,43.886057526079945
TLS,Timor-Leste,tilapia,oil,20.255103473575364
"NAM",Namibia,tilapia,soy,37.716921270898524
"NAM",Namibia,tilapia,grain,43.62901061771292
"NAM",Namibia,tilapia,oil,20.136466438944424
TCD,Chad,tilapia,soy,35.229197910740105
TCD,Chad,tilapia,grain,40.751339131359956
TCD,Chad,tilapia,oil,18.80831036831998
BLZ,Belize,tilapia,soy,32.519259609913945
BLZ,Belize,tilapia,grain,37.61662073663996
BLZ,Belize,tilapia,oil,17.3615172630646
URY,Uruguay,tilapia,soy,32.50787786905048
URY,Uruguay,tilapia,grain,37.60345491938214
URY,Uruguay,tilapia,oil,17.355440732022526
ARG,Argentina,tilapia,soy,30.519325143904243
ARG,Argentina,tilapia,grain,35.30319856133661
ARG,Argentina,tilapia,oil,16.293783951386125
MWI,Malawi,trout,soy,3.0735900058331027
MWI,Malawi,trout,grain,32.10847287039008
MWI,Malawi,trout,oil,0
LVA,Latvia,catfish,soy,30.26396634133861
LVA,Latvia,catfish,grain,29.406244366366504
LVA,Latvia,catfish,oil,17.05214170357347
HTI,Haiti,oth_carp,soy,20.8146616856685
