iso3c,country_name,stressor_group,tonnes_lw,pressure,pressure_per_tonne,stressor_value
NZL,New Zealand,trout,1656,GHG,0.944759213952999,1564.5212583061664
NZL,New Zealand,trout,1656,nutrients,0.069637167522348,115.31914941700829
NZL,New Zealand,trout,1656,water,1.34179701380206,2222.0158548562113
BOL,Bolivia,trout,1650,disturbance,1.03033314220658e-4,0.1700049684640857
BOL,Bolivia,trout,1650,GHG,0.944759213952999,1558.8527030224484
BOL,Bolivia,trout,1650,nutrients,0.069637167522348,114.9013264118742
BOL,Bolivia,trout,1650,water,1.34179701380206,2213.9650727733992
MYS,Malaysia,hypoph_carp,1617.36,disturbance,0.00206835365712059,3.3452724708805572
MYS,Malaysia,hypoph_carp,1617.36,GHG,0.564982994641583,913.7808962135106
MYS,Malaysia,hypoph_carp,1617.36,nutrients,0.023899532557990398,38.65414797799135
MYS,Malaysia,hypoph_carp,1617.36,water,4949.34535538124,8004873.203979401
DZA,Algeria,oth_carp,1610.9360000000001,disturbance,6.90874724869731e-4,1.112954965782745
DZA,Algeria,oth_carp,1610.9360000000001,GHG,0.6717593883891231,1082.1613820940204
DZA,Algeria,oth_carp,1610.9360000000001,nutrients,0.0837671208625867,134.94347061389198
DZA,Algeria,oth_carp,1610.9360000000001,water,1735.33249326422,2795509.5853690896
KEN,Kenya,catfish,1606,disturbance,4.14988295741006e-4,0.6664712029600556
KEN,Kenya,catfish,1606,GHG,0.31608345108251096,507.6300224385126
KEN,Kenya,catfish,1606,nutrients,0.07757222970698771,124.58100090942226
KEN,Kenya,catfish,1606,water,905.754070994668,1454641.0380174369
ARM,Armenia,oth_carp,1550,disturbance,6.90874724869731e-4,1.0708558235480832
ARM,Armenia,oth_carp,1550,GHG,0.6717593883891231,1041.2270520031407
ARM,Armenia,oth_carp,1550,nutrients,0.0837671208625867,129.8390373370094
ARM,Armenia,oth_carp,1550,water,1735.33249326422,2689765.364559541
ITA,Italy,catfish,1512,disturbance,4.14988295741006e-4,0.6274623031604011
ITA,Italy,catfish,1512,GHG,0.31608345108251096,477.91817803675656
ITA,Italy,catfish,1512,nutrients,0.07757222970698771,117.28921131696542
ITA,Italy,catfish,1512,water,905.754070994668,1369500.1553439382
BDI,Burundi,tilapia,1380,disturbance,5.829632507368969e-4,0.8044892860169177
BDI,Burundi,tilapia,1380,GHG,0.483575263722461,667.3338639369962
BDI,Burundi,tilapia,1380,nutrients,0.07873617323421304,108.655919063214
BDI,Burundi,tilapia,1380,water,279.400869039548,385573.19927457627
ARG,Argentina,trout,1364.45,disturbance,1.03033314220658e-4,0.1405838055883768
ARG,Argentina,trout,1364.45,GHG,0.944759213952999,1289.0767094781695
ARG,Argentina,trout,1364.45,nutrients,0.069637167522348,95.01643322586773
ARG,Argentina,trout,1364.45,water,1.34179701380206,1830.814935482221
CHE,Switzerland,trout,1346,disturbance,1.03033314220658e-4,0.13868284094100566
CHE,Switzerland,trout,1346,GHG,0.944759213952999,1271.6459019807367
CHE,Switzerland,trout,1346,nutrients,0.069637167522348,93.73162748508041
CHE,Switzerland,trout,1346,water,1.34179701380206,1806.0587805775729
CMR,Cameroon,tilapia,1311,disturbance,5.829632507368969e-4,0.7642648217160718
CMR,Cameroon,tilapia,1311,GHG,0.483575263722461,633.9671707401463
CMR,Cameroon,tilapia,1311,nutrients,0.07873617323421304,103.22312311005331
CMR,Cameroon,tilapia,1311,water,279.400869039548,366294.53931084747
CAN,Canada,catfish,1304,disturbance,4.14988295741006e-4,0.5411447376462718
CAN,Canada,catfish,1304,GHG,0.31608345108251096,412.1728202115943
CAN,Canada,catfish,1304,nutrients,0.07757222970698771,101.15418753791198
CAN,Canada,catfish,1304,water,905.754070994668,1181103.3085770472
AGO,Angola,tilapia,1299,disturbance,5.829632507368969e-4,0.757269262707229
AGO,Angola,tilapia,1299,GHG,0.483575263722461,628.1642675754769
AGO,Angola,tilapia,1299,nutrients,0.07873617323421304,102.27828903124275
AGO,Angola,tilapia,1299,water,279.400869039548,362941.72888237284
KAZ,Kazakhstan,catfish,1288,disturbance,4.14988295741006e-4,0.5345049249144157
KAZ,Kazakhstan,catfish,1288,GHG,0.31608345108251096,407.11548499427414
KAZ,Kazakhstan,catfish,1288,nutrients,0.07757222970698771,99.91303186260018
KAZ,Kazakhstan,catfish,1288,water,905.754070994668,1166611.2434411324
MKD,North Macedonia,trout,1267.7,disturbance,1.03033314220658e-4,0.13061533243752815
MKD,North Macedonia,trout,1267.7,GHG,0.944759213952999,1197.6712555282168
MKD,North Macedonia,trout,1267.7,nutrients,0.069637167522348,88.27903726808056
MKD,North Macedonia,trout,1267.7,water,1.34179701380206,1700.9960743968716
ZAF,South Africa,trout,1250,disturbance,1.03033314220658e-4,0.1287916427758225
ZAF,South Africa,trout,1250,GHG,0.944759213952999,1180.9490174412488
ZAF,South Africa,trout,1250,nutrients,0.069637167522348,87.046459402935
ZAF,South Africa,trout,1250,water,1.34179701380206,1677.246267252575
BGR,Bulgaria,catfish,1227.733,disturbance,4.14988295741006e-4,0.5094948252949925
BGR,Bulgaria,catfish,1227.733,GHG,0.31608345108251096,388.0660836478844
BGR,Bulgaria,catfish,1227.733,nutrients,0.07757222970698771,95.23798629484914
BGR,Bulgaria,catfish,1227.733,water,905.754070994668,1112024.1628444968
PNG,Papua New Guinea,tilapia,1200,disturbance,5.829632507368969e-4,0.6995559008842762
PNG,Papua New Guinea,tilapia,1200,GHG,0.483575263722461,580.2903164669532
PNG,Papua New Guinea,tilapia,1200,nutrients,0.07873617323421304,94.48340788105565
PNG,Papua New Guinea,tilapia,1200,water,279.400869039548,335281.04284745763
CMR,Cameroon,catfish,1178,disturbance,4.14988295741006e-4,0.48885621238290505
CMR,Cameroon,catfish,1178,GHG,0.31608345108251096,372.3463053751979
CMR,Cameroon,catfish,1178,nutrients,0.07757222970698771,91.38008659483152
CMR,Cameroon,catfish,1178,water,905.754070994668,1066978.295631719
AUS,Australia,catfish,1120.95,disturbance,4.14988295741006e-4,0.4651811301108807
AUS,Australia,catfish,1120.95,GHG,0.31608345108251096,354.3137444909407
AUS,Australia,catfish,1120.95,nutrients,0.07757222970698771,86.95459089004788
AUS,Australia,catfish,1120.95,water,905.754070994668,1015305.0258814732
JAM,Jamaica,tilapia,1091,disturbance,5.829632507368969e-4,0.6360129065539545
JAM,Jamaica,tilapia,1091,GHG,0.483575263722461,527.58061272120494
JAM,Jamaica,tilapia,1091,nutrients,0.07873617323421304,85.90116499852643
JAM,Jamaica,tilapia,1091,water,279.400869039548,304826.34812214685
HUN,Hungary,hypoph_carp,1087.9,disturbance,0.00206835365712059,2.25016194358149
HUN,Hungary,hypoph_carp,1087.9,GHG,0.564982994641583,614.6449998705782
HUN,Hungary,hypoph_carp,1087.9,nutrients,0.023899532557990398,26.000301469837755
HUN,Hungary,hypoph_carp,1087.9,water,4949.34535538124,5384392.812119251
GEO,Georgia,trout,1085,disturbance,1.03033314220658e-4,0.11179114592941393
GEO,Georgia,trout,1085,GHG,0.944759213952999,1025.063747139004
GEO,Georgia,trout,1085,nutrients,0.069637167522348,75.55632676174758
GEO,Georgia,trout,1085,water,1.34179701380206,1455.8497599752352
DOM,Dominican Republic,tilapia,1050,disturbance,5.829632507368969e-4,0.6121114132737417
DOM,Dominican Republic,tilapia,1050,GHG,0.483575263722461,507.7540269085841
DOM,Dominican Republic,tilapia,1050,nutrients,0.07873617323421304,82.6729818959237
DOM,Dominican Republic,tilapia,1050,water,279.400869039548,293370.9124915254
CZE,Czechia,catfish,1034,disturbance,4.14988295741006e-4,0.42909789779620017
CZE,Czechia,catfish,1034,GHG,0.31608345108251096,326.83028841931633
CZE,Czechia,catfish,1034,nutrients,0.07757222970698771,80.20968551702529
CZE,Czechia,catfish,1034,water,905.754070994668,936549.7094084867
SVK,Slovakia,trout,1030.3,disturbance,1.03033314220658e-4,0.10615522364154394
SVK,Slovakia,trout,1030.3,GHG,0.944759213952999,973.3854181357748
SVK,Slovakia,trout,1030.3,nutrients,0.069637167522348,71.74717369827513
SVK,Slovakia,trout,1030.3,water,1.34179701380206,1382.4534633202625
HTI,Haiti,tilapia,1020,disturbance,5.829632507368969e-4,0.5946225157516348
HTI,Haiti,tilapia,1020,GHG,0.483575263722461,493.24676899691025
HTI,Haiti,tilapia,1020,nutrients,0.07873617323421304,80.31089669889731
HTI,Haiti,tilapia,1020,water,279.400869039548,284988.886420339
SYR,Syria,oth_carp,1003,disturbance,6.90874724869731e-4,0.6929473490443402
SYR,Syria,oth_carp,1003,GHG,0.6717593883891231,673.7746665542904
SYR,Syria,oth_carp,1003,nutrients,0.0837671208625867,84.01842222517446
SYR,Syria,oth_carp,1003,water,1735.33249326422,1740538.4907440126
LBN,Lebanon,trout,1000,disturbance,1.03033314220658e-4,0.10303331422065799
LBN,Lebanon,trout,1000,GHG,0.944759213952999,944.759213952999
LBN,Lebanon,trout,1000,nutrients,0.069637167522348,69.637167522348
LBN,Lebanon,trout,1000,water,1.34179701380206,1341.79701380206
SVK,Slovakia,catfish,935.9140000000001,disturbance,4.14988295741006e-4,0.38839335582014795
SVK,Slovakia,catfish,935.9140000000001,GHG,0.31608345108251096,295.8269270364372
SVK,Slovakia,catfish,935.9140000000001,nutrients,0.07757222970698771,72.6009357939857
SVK,Slovakia,catfish,935.9140000000001,water,905.754070994668,847707.9156009038
SRB,Serbia,trout,917.78,disturbance,1.03033314220658e-4,0.09456191512543549
SRB,Serbia,trout,917.78,GHG,0.944759213952999,867.0811113817834
SRB,Serbia,trout,917.78,nutrients,0.069637167522348,63.911599608660545
SRB,Serbia,trout,917.78,water,1.34179701380206,1231.4744633272546
IRQ,Iraq,hypoph_carp,900,disturbance,0.00206835365712059,1.8615182914085309
IRQ,Iraq,hypoph_carp,900,GHG,0.564982994641583,508.48469517742467
IRQ,Iraq,hypoph_carp,900,nutrients,0.023899532557990398,21.50957930219136
IRQ,Iraq,hypoph_carp,900,water,4949.34535538124,4454410.819843115
KGZ,Kyrgyzstan,oth_carp,900,disturbance,6.90874724869731e-4,0.6217872523827579
KGZ,Kyrgyzstan,oth_carp,900,GHG,0.6717593883891231,604.5834495502107
KGZ,Kyrgyzstan,oth_carp,900,nutrients,0.0837671208625867,75.39040877632803
KGZ,Kyrgyzstan,oth_carp,900,water,1735.33249326422,1561799.2439377978
MWI,Malawi,catfish,900,disturbance,4.14988295741006e-4,0.37348946616690537
MWI,Malawi,catfish,900,GHG,0.31608345108251096,284.47510597425986
MWI,Malawi,catfish,900,nutrients,0.07757222970698771,69.81500673628894
MWI,Malawi,catfish,900,water,905.754070994668,815178.6638952013
HKG,Hong Kong SAR China,catfish,874,disturbance,4.14988295741006e-4,0.36269977047763924
HKG,Hong Kong SAR China,catfish,874,GHG,0.31608345108251096,276.25693624611455
HKG,Hong Kong SAR China,catfish,874,nutrients,0.07757222970698771,67.79812876390726
HKG,Hong Kong SAR China,catfish,874,water,905.754070994668,791629.0580493399
IND,India,trout,850,disturbance,1.03033314220658e-4,0.0875783170875593
IND,India,trout,850,GHG,0.944759213952999,803.0453318600491
IND,India,trout,850,nutrients,0.069637167522348,59.1915923939958
IND,India,trout,850,water,1.34179701380206,1140.5274617317511
SYR,Syria,tilapia,845,disturbance,5.829632507368969e-4,0.4926039468726779
SYR,Syria,tilapia,845,GHG,0.483575263722461,408.62109784547954
SYR,Syria,tilapia,845,nutrients,0.07873617323421304,66.53206638291002
SYR,Syria,tilapia,845,water,279.400869039548,236093.73433841806
HKG,Hong Kong SAR China,oth_carp,844,disturbance,6.90874724869731e-4,0.583098267790053
HKG,Hong Kong SAR China,oth_carp,844,GHG,0.6717593883891231,566.9649238004199
HKG,Hong Kong SAR China,oth_carp,844,nutrients,0.0837671208625867,70.69945000802318
HKG,Hong Kong SAR China,oth_carp,844,water,1735.33249326422,1464620.6243150015
SVN,Slovenia,trout,819.3,disturbance,1.03033314220658e-4,0.0844151943409851
SVN,Slovenia,trout,819.3,GHG,0.944759213952999,774.041223991692
SVN,Slovenia,trout,819.3,nutrients,0.069637167522348,57.05373135105971
SVN,Slovenia,trout,819.3,water,1.34179701380206,1099.3342934080279
CRI,Costa Rica,trout,800,disturbance,1.03033314220658e-4,0.0824266513765264
CRI,Costa Rica,trout,800,GHG,0.944759213952999,755.8073711623992
CRI,Costa Rica,trout,800,nutrients,0.069637167522348,55.7097340178784
CRI,Costa Rica,trout,800,water,1.34179701380206,1073.437611041648
CZE,Czechia,trout,788,disturbance,1.03033314220658e-4,0.0811902516058785
CZE,Czechia,trout,788,GHG,0.944759213952999,744.4702605949632
CZE,Czechia,trout,788,nutrients,0.069637167522348,54.874088007610226
CZE,Czechia,trout,788,water,1.34179701380206,1057.3360468760234
JOR,Jordan,oth_carp,770,disturbance,6.90874724869731e-4,0.531973538149693
JOR,Jordan,oth_carp,770,GHG,0.6717593883891231,517.2547290596248
JOR,Jordan,oth_carp,770,nutrients,0.0837671208625867,64.50068306419176
JOR,Jordan,oth_carp,770,water,1735.33249326422,1336206.0198134494
KGZ,Kyrgyzstan,trout,755,disturbance,1.03033314220658e-4,0.07779015223659679
KGZ,Kyrgyzstan,trout,755,GHG,0.944759213952999,713.2932065345143
KGZ,Kyrgyzstan,trout,755,nutrients,0.069637167522348,52.57606147937274
KGZ,Kyrgyzstan,trout,755,water,1.34179701380206,1013.0567454205553
TUN,Tunisia,catfish,707,disturbance,4.14988295741006e-4,0.29339672508889125
TUN,Tunisia,catfish,707,GHG,0.31608345108251096,223.47099991533526
TUN,Tunisia,catfish,707,nutrients,0.07757222970698771,54.84356640284031
TUN,Tunisia,catfish,707,water,905.754070994668,640368.1281932303
EST,Estonia,trout,702.21,disturbance,1.03033314220658e-4,0.07235102357888826
EST,Estonia,trout,702.21,GHG,0.944759213952999,663.4193676299354
EST,Estonia,trout,702.21,nutrients,0.069637167522348,48.89991540586799
EST,Estonia,trout,702.21,water,1.34179701380206,942.2232810619447
FRA,France,catfish,700,disturbance,4.14988295741006e-4,0.2904918070187042
FRA,France,catfish,700,GHG,0.31608345108251096,221.25841575775766
FRA,France,catfish,700,nutrients,0.07757222970698771,54.300560794891396
FRA,France,catfish,700,water,905.754070994668,634027.8496962676
USA,United States,misc_diad,700,disturbance,8.26179229966134e-5,0.057832546097629375
USA,United States,misc_diad,700,GHG,6.00415871359159,4202.911099514113
USA,United States,misc_diad,700,nutrients,0.0948707145875609,66.40950021129262
USA,United States,misc_diad,700,water,12.9409503369015,9058.66523583105
MNE,Montenegro,trout,692,disturbance,1.03033314220658e-4,0.07129905344069533
MNE,Montenegro,trout,692,GHG,0.944759213952999,653.7733760554753
MNE,Montenegro,trout,692,nutrients,0.069637167522348,48.188919925464816
MNE,Montenegro,trout,692,water,1.34179701380206,928.5235335510256
PRY,Paraguay,oth_carp,679,disturbance,6.90874724869731e-4,0.4691039381865474
PRY,Paraguay,oth_carp,679,GHG,0.6717593883891231,456.12462471621456
PRY,Paraguay,oth_carp,679,nutrients,0.0837671208625867,56.877875065696365
PRY,Paraguay,oth_carp,679,water,1735.33249326422,1178290.7629264053
CZE,Czechia,hypoph_carp,676,disturbance,0.00206835365712059,1.3982070722135187
CZE,Czechia,hypoph_carp,676,GHG,0.564982994641583,381.9285043777101
CZE,Czechia,hypoph_carp,676,nutrients,0.023899532557990398,16.15608400920151
CZE,Czechia,hypoph_carp,676,water,4949.34535538124,3345757.460237718
AUT,Austria,oth_carp,662.5,disturbance,6.90874724869731e-4,0.4577045052261968
AUT,Austria,oth_carp,662.5,GHG,0.6717593883891231,445.04059480779404
AUT,Austria,oth_carp,662.5,nutrients,0.0837671208625867,55.495717571463686
AUT,Austria,oth_carp,662.5,water,1735.33249326422,1149657.7767875458
PRT,Portugal,trout,654.65,disturbance,1.03033314220658e-4,0.06745075915455376
PRT,Portugal,trout,654.65,GHG,0.944759213952999,618.4866194143308
PRT,Portugal,trout,654.65,nutrients,0.069637167522348,45.587971718505116
PRT,Portugal,trout,654.65,water,1.34179701380206,878.4074150855186
POL,Poland,hypoph_carp,651,disturbance,0.00206835365712059,1.346498230785504
POL,Poland,hypoph_carp,651,GHG,0.564982994641583,367.8039295116705
POL,Poland,hypoph_carp,651,nutrients,0.023899532557990398,15.55859569525175
POL,Poland,hypoph_carp,651,water,4949.34535538124,3222023.826353187
SVK,Slovakia,oth_carp,650,disturbance,6.90874724869731e-4,0.44906857116532517
SVK,Slovakia,oth_carp,650,GHG,0.6717593883891231,436.64360245293
SVK,Slovakia,oth_carp,650,nutrients,0.0837671208625867,54.44862856068135
SVK,Slovakia,oth_carp,650,water,1735.33249326422,1127966.120621743
IRL,Ireland,trout,647,disturbance,1.03033314220658e-4,0.06666255430076573
IRL,Ireland,trout,647,GHG,0.944759213952999,611.2592114275903
IRL,Ireland,trout,647,nutrients,0.069637167522348,45.05524738695915
IRL,Ireland,trout,647,water,1.34179701380206,868.1426679299328
KAZ,Kazakhstan,oth_carp,645,disturbance,6.90874724869731e-4,0.44561419754097653
KAZ,Kazakhstan,oth_carp,645,GHG,0.6717593883891231,433.28480551098437
KAZ,Kazakhstan,oth_carp,645,nutrients,0.0837671208625867,54.02979295636842
KAZ,Kazakhstan,oth_carp,645,water,1735.33249326422,1119289.4581554218
TUN,Tunisia,oth_carp,631,disturbance,6.90874724869731e-4,0.4359419513928003
TUN,Tunisia,oth_carp,631,GHG,0.6717593883891231,423.88017407353664
TUN,Tunisia,oth_carp,631,nutrients,0.0837671208625867,52.857053264292205
TUN,Tunisia,oth_carp,631,water,1735.33249326422,1094994.8032497228
KEN,Kenya,trout,618,disturbance,1.03033314220658e-4,0.06367458818836665
KEN,Kenya,trout,618,GHG,0.944759213952999,583.8611942229534
KEN,Kenya,trout,618,nutrients,0.069637167522348,43.035769528811066
KEN,Kenya,trout,618,water,1.34179701380206,829.2305545296731
LVA,Latvia,oth_carp,617.5,disturbance,6.90874724869731e-4,0.4266151426070589
LVA,Latvia,oth_carp,617.5,GHG,0.6717593883891231,414.8114223302835
LVA,Latvia,oth_carp,617.5,nutrients,0.0837671208625867,51.726197132647286
LVA,Latvia,oth_carp,617.5,water,1735.33249326422,1071567.8145906557
ALB,Albania,trout,600,disturbance,1.03033314220658e-4,0.0618199885323948
ALB,Albania,trout,600,GHG,0.944759213952999,566.8555283717994
ALB,Albania,trout,600,nutrients,0.069637167522348,41.7823005134088
ALB,Albania,trout,600,water,1.34179701380206,805.078208281236
CIV,Côte d’Ivoire,catfish,580,disturbance,4.14988295741006e-4,0.24069321152978349
CIV,Côte d’Ivoire,catfish,580,GHG,0.31608345108251096,183.32840162785635
CIV,Côte d’Ivoire,catfish,580,nutrients,0.07757222970698771,44.991893230052874
CIV,Côte d’Ivoire,catfish,580,water,905.754070994668,525337.3611769074
HKG,Hong Kong SAR China,hypoph_carp,575,disturbance,0.00206835365712059,1.1893033528443393
HKG,Hong Kong SAR China,hypoph_carp,575,GHG,0.564982994641583,324.8652219189102
HKG,Hong Kong SAR China,hypoph_carp,575,nutrients,0.023899532557990398,13.742231220844479
HKG,Hong Kong SAR China,hypoph_carp,575,water,4949.34535538124,2845873.579344213
COG,Congo - Brazzaville,tilapia,562,disturbance,5.829632507368969e-4,0.32762534691413603
COG,Congo - Brazzaville,tilapia,562,GHG,0.483575263722461,271.7692982120231
COG,Congo - Brazzaville,tilapia,562,nutrients,0.07873617323421304,44.24972935762773
COG,Congo - Brazzaville,tilapia,562,water,279.400869039548,157023.28840022598
ITA,Italy,oth_carp,552,disturbance,6.90874724869731e-4,0.3813628481280915
ITA,Italy,oth_carp,552,GHG,0.6717593883891231,370.8111823907959
ITA,Italy,oth_carp,552,nutrients,0.0837671208625867,46.23945071614786
ITA,Italy,oth_carp,552,water,1735.33249326422,957903.5362818494
NPL,Nepal,tilapia,550,disturbance,5.829632507368969e-4,0.3206297879052933
NPL,Nepal,tilapia,550,GHG,0.483575263722461,265.96639504735356
NPL,Nepal,tilapia,550,nutrients,0.07873617323421304,43.30489527881718
NPL,Nepal,tilapia,550,water,279.400869039548,153670.47797175142
HRV,Croatia,hypoph_carp,549.3000000000001,disturbance,0.00206835365712059,1.1361466638563402
HRV,Croatia,hypoph_carp,549.3000000000001,GHG,0.564982994641583,310.34515895662156
HRV,Croatia,hypoph_carp,549.3000000000001,nutrients,0.023899532557990398,13.128013234104127
HRV,Croatia,hypoph_carp,549.3000000000001,water,4949.34535538124,2718675.4037109152
DOM,Dominican Republic,catfish,535,disturbance,4.14988295741006e-4,0.2220187382214382
DOM,Dominican Republic,catfish,535,GHG,0.31608345108251096,169.10464632914335
DOM,Dominican Republic,catfish,535,nutrients,0.07757222970698771,41.50114289323842
DOM,Dominican Republic,catfish,535,water,905.754070994668,484578.4279821474
BLR,Belarus,trout,529.7,disturbance,1.03033314220658e-4,0.05457674654268255
BLR,Belarus,trout,529.7,GHG,0.944759213952999,500.4389556309036
BLR,Belarus,trout,529.7,nutrients,0.069637167522348,36.88680763658774
BLR,Belarus,trout,529.7,water,1.34179701380206,710.7498782109512
MLI,Mali,catfish,500,disturbance,4.14988295741006e-4,0.207494147870503
MLI,Mali,catfish,500,GHG,0.31608345108251096,158.0417255412555
MLI,Mali,catfish,500,nutrients,0.07757222970698771,38.78611485349386
MLI,Mali,catfish,500,water,905.754070994668,452877.03549733403
SYR,Syria,catfish,500,disturbance,4.14988295741006e-4,0.207494147870503
SYR,Syria,catfish,500,GHG,0.31608345108251096,158.0417255412555
SYR,Syria,catfish,500,nutrients,0.07757222970698771,38.78611485349386
SYR,Syria,catfish,500,water,905.754070994668,452877.03549733403
TWN,Taiwan,hypoph_carp,477.665,disturbance,0.00206835365712059,0.9879801496285067
TWN,Taiwan,hypoph_carp,477.665,GHG,0.564982994641583,269.87260213547177
TWN,Taiwan,hypoph_carp,477.665,nutrients,0.023899532557990398,11.415970219312484
TWN,Taiwan,hypoph_carp,477.665,water,4949.34535538124,2364129.04917818
AUT,Austria,catfish,472.5,disturbance,4.14988295741006e-4,0.19608196973762532
AUT,Austria,catfish,472.5,GHG,0.31608345108251096,149.34943063648643
AUT,Austria,catfish,472.5,nutrients,0.07757222970698771,36.6528785365517
AUT,Austria,catfish,472.5,water,905.754070994668,427968.79854498064
BIH,Bosnia & Herzegovina,oth_carp,468,disturbance,6.90874724869731e-4,0.3233293712390341
BIH,Bosnia & Herzegovina,oth_carp,468,GHG,0.6717593883891231,314.3833937661096
BIH,Bosnia & Herzegovina,oth_carp,468,nutrients,0.0837671208625867,39.20301256369057
BIH,Bosnia & Herzegovina,oth_carp,468,water,1735.33249326422,812135.6068476549
USA,United States,oth_carp,461,disturbance,6.90874724869731e-4,0.318493248164946
USA,United States,oth_carp,461,GHG,0.6717593883891231,309.68107804738577
USA,United States,oth_carp,461,nutrients,0.0837671208625867,38.61664271765247
USA,United States,oth_carp,461,water,1735.33249326422,799988.2793948054
CUB,Cuba,tilapia,449,disturbance,5.829632507368969e-4,0.2617504995808667
CUB,Cuba,tilapia,449,GHG,0.483575263722461,217.125293411385
CUB,Cuba,tilapia,449,nutrients,0.07873617323421304,35.35254178216166
CUB,Cuba,tilapia,449,water,279.400869039548,125450.99019875706
GEO,Georgia,oth_carp,446,disturbance,6.90874724869731e-4,0.30813012729190004
GEO,Georgia,oth_carp,446,GHG,0.6717593883891231,299.6046872215489
GEO,Georgia,oth_carp,446,nutrients,0.0837671208625867,37.360135904713665
GEO,Georgia,oth_carp,446,water,1735.33249326422,773958.2919958421
KHM,Cambodia,hypoph_carp,420,disturbance,0.00206835365712059,0.8687085359906478
KHM,Cambodia,hypoph_carp,420,GHG,0.564982994641583,237.29285774946484
KHM,Cambodia,hypoph_carp,420,nutrients,0.023899532557990398,10.037803674355967
KHM,Cambodia,hypoph_carp,420,water,4949.34535538124,2078725.0492601206
ZAF,South Africa,tilapia,402,disturbance,5.829632507368969e-4,0.23435122679623255
ZAF,South Africa,tilapia,402,GHG,0.483575263722461,194.39725601642934
ZAF,South Africa,tilapia,402,nutrients,0.07873617323421304,31.651941640153645
ZAF,South Africa,tilapia,402,water,279.400869039548,112319.1493538983
ISR,Israel,trout,400,disturbance,1.03033314220658e-4,0.0412133256882632
ISR,Israel,trout,400,GHG,0.944759213952999,377.9036855811996
ISR,Israel,trout,400,nutrients,0.069637167522348,27.8548670089392
ISR,Israel,trout,400,water,1.34179701380206,536.718805520824
KGZ,Kyrgyzstan,hypoph_carp,400,disturbance,0.00206835365712059,0.827341462848236
KGZ,Kyrgyzstan,hypoph_carp,400,GHG,0.564982994641583,225.99319785663317
KGZ,Kyrgyzstan,hypoph_carp,400,nutrients,0.023899532557990398,9.55981302319616
KGZ,Kyrgyzstan,hypoph_carp,400,water,4949.34535538124,1979738.142152496
HRV,Croatia,trout,395.5,disturbance,1.03033314220658e-4,0.04074967577427024
HRV,Croatia,trout,395.5,GHG,0.944759213952999,373.6522691184111
HRV,Croatia,trout,395.5,nutrients,0.069637167522348,27.541499755088633
HRV,Croatia,trout,395.5,water,1.34179701380206,530.6807189587148
GUY,Guyana,catfish,365.768,disturbance,4.14988295741006e-4,0.15178943895659627
GUY,Guyana,catfish,365.768,GHG,0.31608345108251096,115.61321173554786
GUY,Guyana,catfish,365.768,nutrients,0.07757222970698771,28.37343931546548
GUY,Guyana,catfish,365.768,water,905.754070994668,331295.8550395777
PNG,Papua New Guinea,oth_carp,350,disturbance,6.90874724869731e-4,0.24180615370440586
PNG,Papua New Guinea,oth_carp,350,GHG,0.6717593883891231,235.11578593619308
PNG,Papua New Guinea,oth_carp,350,nutrients,0.0837671208625867,29.318492301905344
PNG,Papua New Guinea,oth_carp,350,water,1735.33249326422,607366.3726424769
UKR,Ukraine,trout,344.2,disturbance,1.03033314220658e-4,0.03546406675475048
UKR,Ukraine,trout,344.2,GHG,0.944759213952999,325.18612144262227
UKR,Ukraine,trout,344.2,nutrients,0.069637167522348,23.96911306119218
UKR,Ukraine,trout,344.2,water,1.34179701380206,461.8465321506691
GIN,Guinea,tilapia,343,disturbance,5.829632507368969e-4,0.19995639500275564
GIN,Guinea,tilapia,343,GHG,0.483575263722461,165.86631545680413
GIN,Guinea,tilapia,343,nutrients,0.07873617323421304,27.006507419335072
GIN,Guinea,tilapia,343,water,279.400869039548,95834.49808056497
AZE,Azerbaijan,oth_carp,340,disturbance,6.90874724869731e-4,0.23489740645570856
AZE,Azerbaijan,oth_carp,340,GHG,0.6717593883891231,228.39819205230185
AZE,Azerbaijan,oth_carp,340,nutrients,0.0837671208625867,28.480821093279477
AZE,Azerbaijan,oth_carp,340,water,1735.33249326422,590013.0477098348
GEO,Georgia,hypoph_carp,336,disturbance,0.00206835365712059,0.6949668287925183
GEO,Georgia,hypoph_carp,336,GHG,0.564982994641583,189.83428619957186
GEO,Georgia,hypoph_carp,336,nutrients,0.023899532557990398,8.030242939484774
GEO,Georgia,hypoph_carp,336,water,4949.34535538124,1662980.0394080966
DZA,Algeria,catfish,330.266,disturbance,4.14988295741006e-4,0.1370565244811991
DZA,Algeria,catfish,330.266,GHG,0.31608345108251096,104.39161705521657
DZA,Algeria,catfish,330.266,nutrients,0.07757222970698771,25.619470016408005
DZA,Algeria,catfish,330.266,water,905.754070994668,299139.77401112503
NPL,Nepal,trout,315,disturbance,1.03033314220658e-4,0.03245549397950727
NPL,Nepal,trout,315,GHG,0.944759213952999,297.59915239519466
NPL,Nepal,trout,315,nutrients,0.069637167522348,21.93570776953962
NPL,Nepal,trout,315,water,1.34179701380206,422.6660593476489
LTU,Lithuania,catfish,313.79,disturbance,4.14988295741006e-4,0.13021917732057028
LTU,Lithuania,catfish,313.79,GHG,0.31608345108251096,99.18382611518112
LTU,Lithuania,catfish,313.79,nutrients,0.07757222970698771,24.341389959755677
LTU,Lithuania,catfish,313.79,water,905.754070994668,284216.5699374169
